Date Reported,DR Number,Date Occurred,Time Occurred,Area,Area Name,RD,Crime Code,Crime Code Description,Status,Status Description,Location,Cross Street,Lat and Long
10/17/2016 12:00,162018610,10/14/2016 12:00,1440,20,Olympic,2031,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,4043    INGRAHAM                     ST,,"(34.0608, -118.3144)"
7/13/2016 12:00,160316911,7/13/2016 12:00,1430,3,Southwest,396,350,"THEFT, PERSON",IC,Invest Cont,W  42ND                         ST,S  VERMONT                      AV,"(34.0073, -118.2915)"
11/9/2016 12:00,162119067,11/9/2016 12:00,2300,21,Topanga,2107,220,ATTEMPTED ROBBERY,JA,Juv Arrest,21340    PARTHENIA                    ST,,"(34.2282, -118.5951)"
8/30/2016 12:00,162015897,8/30/2016 12:00,100,20,Olympic,2029,510,VEHICLE - STOLEN,IC,Invest Cont,401 S  HOOVER                       ST,,"(34.0667, -118.2843)"
4/28/2016 12:00,161608872,4/28/2016 12:00,1925,16,Foothill,1684,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other,11931    STRATHERN                    ST,,"(34.2158, -118.3921)"
4/21/2016 12:00,161809728,4/21/2016 12:00,1000,18,Southeast,1837,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,10357    HOLMES                       AV,,"(33.9428, -118.2412)"
9/22/2016 12:00,161223915,9/22/2016 12:00,2220,12,77th Street,1239,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,433 W  62ND                         ST,,"(33.9833, -118.2811)"
10/31/2016 12:00,160126354,10/29/2016 12:00,1900,1,Central,128,480,BIKE - STOLEN,IC,Invest Cont,347 E  2ND                          ST,,"(34.0493, -118.2418)"
7/19/2016 12:00,160317268,2/15/2016 12:00,400,3,Southwest,355,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,1830 W  JEFFERSON                    BL,,"(34.0256, -118.3089)"
5/8/2016 12:00,160509923,4/24/2016 12:00,1500,5,Harbor,585,956,"LETTERS, LEWD",IC,Invest Cont,560 W  20TH                         ST,,"(33.7261, -118.288)"
5/23/2016 12:00,161511897,5/20/2016 12:00,1800,15,N Hollywood,1544,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,4850    WHITSETT                     AV,,"(34.1576, -118.4052)"
1/25/2016 12:00,161004944,1/12/2016 12:00,1200,10,West Valley,1094,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,3831    ROCK HAMPTON                 DR,,"(34.1403, -118.5331)"
7/20/2016 12:00,161419313,7/20/2016 12:00,1550,14,Pacific,1449,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,4068    MARCASEL                     AV,,"(34.0026, -118.4244)"
6/22/2016 12:00,160912702,6/11/2016 12:00,1100,9,Van Nuys,911,860,BATTERY WITH SEXUAL CONTACT,AO,Adult Other,15540    VANOWEN                      ST,,"(34.1939, -118.4705)"
7/15/2016 12:00,162113171,7/15/2016 12:00,130,21,Topanga,2115,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,8229    CANOGA                       AV,,"(34.2184, -118.5975)"
11/6/2016 12:00,160818261,11/5/2016 12:00,1700,8,West LA,889,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,1970 S  GARTH                        AV,,"(34.043, -118.3785)"
1/3/2016 12:00,161204108,1/2/2016 12:00,1900,12,77th Street,1267,510,VEHICLE - STOLEN,IC,Invest Cont,630 W  82ND                         ST,,"(33.9644, -118.2842)"
3/4/2016 12:00,161006566,3/2/2016 12:00,1700,10,West Valley,1001,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,8140    VANALDEN                     AV,,"(34.2175, -118.5492)"
8/19/2016 12:00,160215891,8/17/2016 12:00,2300,2,Rampart,241,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,420 S  LA FAYETTE PARK              PL,,"(34.0658, -118.2814)"
6/27/2016 12:00,161513896,6/26/2016 12:00,2200,15,N Hollywood,1503,903,CONTEMPT OF COURT,AO,Adult Other,12146    VANOWEN                      ST,,"(34.194, -118.3965)"
7/11/2016 12:00,161514634,7/10/2016 12:00,1800,15,N Hollywood,1513,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,VANOWEN                      ST,RHODES                       AV,"(34.194, -118.403)"
9/5/2016 12:00,160714751,9/4/2016 12:00,1300,7,Wilshire,758,510,VEHICLE - STOLEN,IC,Invest Cont,1117 S  VICTORIA                     AV,,"(34.0535, -118.325)"
6/23/2016 12:00,161712300,3/13/2016 12:00,1808,17,Devonshire,1764,662,"BUNCO, GRAND THEFT",IC,Invest Cont,9301    TAMPA                        AV,,"(34.2387, -118.5536)"
5/26/2016 12:00,160810831,5/26/2016 12:00,340,8,West LA,814,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,CHURCH,SUNSET,"(34.0711, -118.4656)"
4/9/2016 12:00,160808543,4/9/2016 12:00,1215,8,West LA,857,888,TRESPASSING,IC,Invest Cont,GLENVILLE,PICO,"(34.0553, -118.3928)"
3/21/2016 12:00,160208136,3/21/2016 12:00,2140,2,Rampart,236,210,ROBBERY,AA,Adult Arrest,208 S  BONNIE BRAE                  ST,,"(34.0644, -118.2686)"
3/3/2016 12:00,160906995,2/26/2016 12:00,1500,9,Van Nuys,935,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,14128    CALVERT                      ST,,"(34.1817, -118.44)"
8/2/2016 12:00,161714267,8/2/2016 12:00,1300,17,Devonshire,1767,850,INDECENT EXPOSURE,AO,Adult Other,RESEDA                       ST,VINCENNES                    ST,"(34.241, -118.5361)"
2/16/2016 12:00,161706121,2/11/2016 12:00,1200,17,Devonshire,1701,354,THEFT OF IDENTITY,IC,Invest Cont,11507    VINTAGE                      PL,,"(34.2802, -118.5708)"
11/6/2016 12:00,161118847,11/5/2016 12:00,1700,11,Northeast,1124,510,VEHICLE - STOLEN,IC,Invest Cont,3113    ESTARA                       AV,,"(34.1181, -118.2412)"
1/18/2016 12:00,160904828,1/16/2016 12:00,200,9,Van Nuys,909,354,THEFT OF IDENTITY,AA,Adult Arrest,ALLOTT                       AV,SHERMAN                      WY,"(34.2012, -118.428)"
9/28/2016 12:00,160415667,9/27/2016 12:00,1500,4,Hollenbeck,469,330,BURGLARY FROM VEHICLE,IC,Invest Cont,453 S  INDIANA                      ST,,"(34.0321, -118.1924)"
8/20/2016 12:00,160319338,8/20/2016 12:00,1,3,Southwest,329,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,2828 S  FIGUEROA                     ST,,"(34.0262, -118.2772)"
4/6/2016 12:00,160908783,3/29/2016 12:00,2000,9,Van Nuys,905,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AA,Adult Arrest,14645    WYANDOTTE                    ST,,"(34.203, -118.4514)"
8/8/2016 12:00,162014758,8/8/2016 12:00,1,20,Olympic,2036,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,685 S  NEW HAMPSHIRE                AV,,"(34.0608, -118.2929)"
5/28/2016 12:00,160911475,5/28/2016 12:00,1500,9,Van Nuys,964,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,14006    RIVERSIDE                    DR,,"(34.1576, -118.438)"
8/16/2016 12:00,161516612,8/14/2016 12:00,2000,15,N Hollywood,1555,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,11005    MORRISON                     ST,,"(34.1611, -118.3706)"
8/10/2016 12:00,161516266,8/9/2016 12:00,2100,15,N Hollywood,1581,480,BIKE - STOLEN,IC,Invest Cont,4150    VANTAGE                      AV,,"(34.145, -118.3976)"
9/16/2016 12:00,161518285,9/14/2016 12:00,1630,15,N Hollywood,1548,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,IC,Invest Cont,11135    WEDDINGTON                   ST,,"(34.167, -118.3724)"
3/2/2016 12:00,162106768,3/2/2016 12:00,1740,21,Topanga,2142,310,BURGLARY,IC,Invest Cont,6161    LE SAGE                      AV,,"(34.1845, -118.6413)"
4/23/2016 12:00,161510307,2/3/2016 12:00,940,15,N Hollywood,1563,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,4401    KRAFT                        AV,,"(34.1504, -118.3801)"
11/9/2016 12:00,161018216,11/9/2016 12:00,855,10,West Valley,1003,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,8001    RESEDA                       BL,,"(34.2157, -118.5361)"
9/16/2016 12:00,161817914,9/16/2016 12:00,150,18,Southeast,1824,121,"RAPE, FORCIBLE",IC,Invest Cont,754 E  93RD                         ST,,"(33.952, -118.263)"
9/2/2016 12:00,160320248,9/2/2016 12:00,1400,3,Southwest,362,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,4701    COLISEUM                     ST,,"(34.0177, -118.3488)"
5/21/2016 12:00,161312346,5/20/2016 12:00,1030,13,Newton,1353,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,768 E  46TH                         ST,,"(34.0016, -118.2634)"
6/20/2016 12:00,160411438,6/20/2016 12:00,830,4,Hollenbeck,423,410,"BURGLARY FROM VEHICLE, ATTEMPTED",IC,Invest Cont,1943    HANCOCK                      ST,,"(34.0661, -118.2089)"
10/27/2016 12:00,160126117,10/27/2016 12:00,1328,1,Central,152,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,630 W  5TH                          ST,,"(34.0502, -118.254)"
5/27/2016 12:00,162110840,5/27/2016 12:00,1900,21,Topanga,2156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,21801    OXNARD                       ST,,"(34.1792, -118.603)"
2/3/2016 12:00,161005370,2/3/2016 12:00,2200,10,West Valley,1021,220,ATTEMPTED ROBBERY,IC,Invest Cont,SHERMAN                      WY,BECKFORD                     AV,"(34.2012, -118.5513)"
7/26/2016 12:00,161713992,7/26/2016 12:00,2100,17,Devonshire,1776,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,9556    RUFFNER                      AV,,"(34.2433, -118.497)"
11/11/2016 12:00,161921640,11/10/2016 12:00,1500,19,Mission,1945,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,14382    GERMAIN                      ST,,"(34.2655, -118.4461)"
5/23/2016 12:00,160313640,5/23/2016 12:00,1520,3,Southwest,351,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,3550 S  LA BREA                      AV,,"(34.0234, -118.3554)"
1/22/2016 12:00,161905156,1/1/2016 12:00,900,19,Mission,1964,354,THEFT OF IDENTITY,IC,Invest Cont,9228    CEDROS                       AV,,"(34.2373, -118.4535)"
2/9/2016 12:00,161906101,2/8/2016 12:00,1230,19,Mission,1967,310,BURGLARY,IC,Invest Cont,9549    OBECK                        AV,,"(34.2425, -118.4345)"
6/29/2016 12:00,161813563,6/27/2016 12:00,1800,18,Southeast,1841,330,BURGLARY FROM VEHICLE,IC,Invest Cont,525 W  111TH                        ST,,"(33.9348, -118.2826)"
10/22/2016 12:00,161615437,10/22/2016 12:00,100,16,Foothill,1633,510,VEHICLE - STOLEN,IC,Invest Cont,ADELPHIA,GAGER,"(34.2763, -118.3993)"
9/17/2016 12:00,160601361,9/17/2016 12:00,2359,6,Hollywood,645,761,BRANDISH WEAPON,AA,Adult Arrest,HIGHLAND                     AV,HOLLYWOOD                    BL,"(34.1016, -118.3387)"
6/3/2016 12:00,162111161,6/3/2016 12:00,956,21,Topanga,2136,928,THREATENING PHONE CALLS/LETTERS,IC,Invest Cont,7249    VASSAR                       AV,,"(34.201, -118.6044)"
8/15/2016 12:00,161421417,8/14/2016 12:00,830,14,Pacific,1438,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,3757    KELTON                       AV,,"(34.0181, -118.4133)"
2/4/2016 12:00,162005670,2/4/2016 12:00,830,20,Olympic,2093,510,VEHICLE - STOLEN,IC,Invest Cont,WASHINGTON,HOBART,"(34.04, -118.3053)"
1/30/2016 12:00,161305713,1/30/2016 12:00,500,13,Newton,1391,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,313 W  69TH                         ST,,"(33.9774, -118.2783)"
4/18/2016 12:00,160209445,4/18/2016 12:00,2340,2,Rampart,261,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,727 S  CARONDELET                   ST,,"(34.0584, -118.281)"
5/5/2016 12:00,160509746,5/4/2016 12:00,1700,5,Harbor,507,510,VEHICLE - STOLEN,IC,Invest Cont,1524 W  227TH                        ST,,"(33.8202, -118.3037)"
6/29/2016 12:00,161813604,6/28/2016 12:00,2100,18,Southeast,1851,510,VEHICLE - STOLEN,IC,Invest Cont,13226 S  VERMONT                      AV,,"(33.9123, -118.2916)"
5/13/2016 12:00,160312873,5/12/2016 12:00,1715,3,Southwest,356,350,"THEFT, PERSON",IC,Invest Cont,1748 W  JEFFERSON                    BL,,"(34.0256, -118.3061)"
7/5/2016 12:00,161712972,7/2/2016 12:00,2130,17,Devonshire,1795,330,BURGLARY FROM VEHICLE,IC,Invest Cont,17920    SCHOENBORN                   ST,,"(34.2219, -118.523)"
1/24/2016 12:00,160305519,1/22/2016 12:00,2200,3,Southwest,357,480,BIKE - STOLEN,IC,Invest Cont,1234 W  37TH                         PL,,"(34.02, -118.2944)"
8/26/2016 12:00,160319695,8/26/2016 12:00,1330,3,Southwest,355,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,SAINT ANDREWS,36TH,"(34.0228, -118.3119)"
11/12/2016 12:00,161821150,11/10/2016 12:00,2230,18,Southeast,1835,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,1300 E  104TH                        ST,,"(0, 0)"
2/6/2016 12:00,161306074,2/4/2016 12:00,200,13,Newton,1363,410,"BURGLARY FROM VEHICLE, ATTEMPTED",IC,Invest Cont,767 E  52ND                         ST,,"(33.9958, -118.2634)"
4/4/2016 12:00,160208810,4/4/2016 12:00,2100,2,Rampart,237,761,BRANDISH WEAPON,IC,Invest Cont,211    UNION                        PL,,"(34.0622, -118.2653)"
11/22/2016 12:00,161720050,11/22/2016 12:00,500,17,Devonshire,1764,330,BURGLARY FROM VEHICLE,IC,Invest Cont,19456    NORDHOFF                     WY,,"(34.2354, -118.5555)"
11/1/2016 12:00,161520896,10/30/2016 12:00,2000,15,N Hollywood,1595,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,3832    LAUREL CANYON                BL,,"(34.1396, -118.3938)"
4/5/2016 12:00,160310228,4/4/2016 12:00,2000,3,Southwest,361,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,3959    GIBRALTAR                    AV,,"(34.0161, -118.3547)"
3/9/2016 12:00,161507826,3/6/2016 12:00,1700,15,N Hollywood,1588,310,BURGLARY,IC,Invest Cont,3428    TROY                         DR,,"(34.1342, -118.3454)"
10/28/2016 12:00,162118396,10/28/2016 12:00,1225,21,Topanga,2175,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,22100    BURBANK                      BL,,"(34.172, -118.6084)"
9/14/2016 12:00,161817846,9/14/2016 12:00,1400,18,Southeast,1804,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont,927 E  87TH                         PL,,"(33.9584, -118.2586)"
7/25/2016 12:00,161013147,7/25/2016 12:00,1040,10,West Valley,1097,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,16995    ESCALON                      DR,,"(34.1429, -118.5014)"
10/11/2016 12:00,162018056,10/11/2016 12:00,1547,20,Olympic,2022,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,3807    WILSHIRE                     BL,,"(34.0617, -118.3091)"
3/5/2016 12:00,160907130,3/5/2016 12:00,1630,9,Van Nuys,909,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,7200    WOODMAN                      AV,,"(34.2012, -118.4313)"
5/22/2016 12:00,160313596,5/21/2016 12:00,800,3,Southwest,319,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,2512 S  FIGUEROA                     ST,,"(34.0288, -118.2756)"
11/8/2016 12:00,160417369,11/8/2016 12:00,200,4,Hollenbeck,478,330,BURGLARY FROM VEHICLE,IC,Invest Cont,3327    SABINA                       ST,,"(34.0302, -118.2006)"
1/3/2016 12:00,162000507,1/3/2016 12:00,1525,20,Olympic,2038,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,8TH                          ST,WESTMORELAND                 AV,"(34.0578, -118.2891)"
8/8/2016 12:00,160814168,7/17/2016 12:00,2130,8,West LA,897,330,BURGLARY FROM VEHICLE,IC,Invest Cont,HARLOW,BAGLEY                       AV,"(34.0295, -118.3967)"
6/23/2016 12:00,161712339,6/23/2016 12:00,530,17,Devonshire,1745,310,BURGLARY,IC,Invest Cont,10650    ZELZAH                       AV,,"(34.2626, -118.5234)"
12/2/2016 12:00,160221217,11/30/2016 12:00,1015,2,Rampart,295,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,1320 S  BURLINGTON                   AV,,"(34.0456, -118.2789)"
1/14/2016 12:00,160704549,1/11/2016 12:00,1030,7,Wilshire,727,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,158 S  SYCAMORE                     AV,,"(34.0736, -118.343)"
4/23/2016 12:00,162109147,4/21/2016 12:00,1930,21,Topanga,2156,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,6220    TOPANGA CANYON               BL,,"(34.1829, -118.6059)"
3/28/2016 12:00,161508780,2/15/2016 12:00,1800,15,N Hollywood,1555,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,11251    MORRISON                     ST,,"(34.1608, -118.3745)"
5/23/2016 12:00,160810679,5/23/2016 12:00,1415,8,West LA,842,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,11728    WILSHIRE                     BL,,"(34.0495, -118.4609)"
5/22/2016 12:00,161312397,5/22/2016 12:00,2000,13,Newton,1324,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,23RD                         ST,HOOPER                       AV,"(34.0181, -118.2488)"
3/3/2016 12:00,160706770,3/3/2016 12:00,1800,7,Wilshire,782,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,1810 S  LA CIENEGA                   BL,,"(34.0445, -118.3768)"
12/2/2016 12:00,160519605,11/15/2016 12:00,715,5,Harbor,502,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,1301 W  182ND                        ST,,"(33.8663, -118.2974)"
11/13/2016 12:00,162119264,11/7/2016 12:00,1804,21,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,6700    TOPANGA CANYON               BL,,"(34.1926, -118.6059)"
4/19/2016 12:00,160408629,4/18/2016 12:00,2100,4,Hollenbeck,497,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,1320 S  LORENA                       ST,,"(34.02, -118.2058)"
9/25/2016 12:00,160917628,9/23/2016 12:00,800,9,Van Nuys,966,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,HESBY,SUNNYSLOPE,"(34.1622, -118.4268)"
9/26/2016 12:00,162116781,9/26/2016 12:00,1800,21,Topanga,2157,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,20725    VANOWEN                      ST,,"(34.1938, -118.5839)"
2/14/2016 12:00,161407043,2/12/2016 12:00,1000,14,Pacific,1444,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,3005    STANFORD                     AV,,"(33.989, -118.4484)"
6/30/2016 12:00,162012955,6/30/2016 12:00,1200,20,Olympic,2097,888,TRESPASSING,IC,Invest Cont,1836 W  20TH                         ST,,"(34.0382, -118.2983)"
5/7/2016 12:00,160509876,5/6/2016 12:00,1700,5,Harbor,559,330,BURGLARY FROM VEHICLE,IC,Invest Cont,537 W  4TH                          ST,,"(34.0509, -118.2515)"
6/15/2016 12:00,160614234,6/9/2016 12:00,1430,6,Hollywood,645,330,BURGLARY FROM VEHICLE,IC,Invest Cont,HAWTHORNE,HIGHLAND,"(34.1006, -118.3417)"
8/26/2016 12:00,161715521,8/26/2016 12:00,1400,17,Devonshire,1798,662,"BUNCO, GRAND THEFT",IC,Invest Cont,16130    NORDHOFF                     ST,,"(34.2356, -118.4829)"
5/14/2016 12:00,162110139,5/14/2016 12:00,200,21,Topanga,2133,330,BURGLARY FROM VEHICLE,IC,Invest Cont,7001    PONCE                        AV,,"(34.1979, -118.6215)"
9/25/2016 12:00,160321855,9/25/2016 12:00,125,3,Southwest,328,121,"RAPE, FORCIBLE",IC,Invest Cont,720 W  28TH                         ST,,"(34.0264, -118.278)"
8/27/2016 12:00,161221878,8/23/2016 12:00,2100,12,77th Street,1273,121,"RAPE, FORCIBLE",AO,Adult Other,8701 S  SAINT ANDREWS                PL,,"(33.9591, -118.3112)"
2/22/2016 12:00,161207559,2/22/2016 12:00,330,12,77th Street,1215,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,1338 W  57TH                         ST,,"(33.991, -118.298)"
5/18/2016 12:00,161009930,5/5/2016 12:00,1100,10,West Valley,1008,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,7800    AIRPORT BUSINESS             PY,,"(34.2077, -118.4912)"
11/11/2016 12:00,160518573,11/11/2016 12:00,600,5,Harbor,508,510,VEHICLE - STOLEN,IC,Invest Cont,23433    BATEY                        AV,,"(33.8123, -118.299)"
3/31/2016 12:00,162108118,3/30/2016 12:00,1815,21,Topanga,2158,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest,6520    CANOGA                       AV,,"(34.1884, -118.5975)"
4/27/2016 12:00,161009015,4/27/2016 12:00,2100,10,West Valley,1031,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,19506    CALVERT                      ST,,"(34.1832, -118.5575)"
4/3/2016 12:00,161808714,4/3/2016 12:00,1845,18,Southeast,1838,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,ANZAC,107TH                        ST,"(33.9389, -118.2379)"
5/26/2016 12:00,161912262,5/25/2016 12:00,1900,19,Mission,1902,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,13522    GLENOAKS                     BL,,"(34.3174, -118.4624)"
5/3/2016 12:00,160611739,5/1/2016 12:00,30,6,Hollywood,647,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,1600 N  ARGYLE                       AV,,"(34.0998, -118.3252)"
1/4/2016 12:00,160604106,1/1/2016 12:00,1200,6,Hollywood,648,510,VEHICLE - STOLEN,IC,Invest Cont,TAFT                         ST,CARLTON                      WY,"(34.1005, -118.3148)"
7/13/2016 12:00,161218691,7/13/2016 12:00,1220,12,77th Street,1218,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,5401 S  FIGUEROA                     ST,,"(33.9933, -118.2827)"
8/6/2016 12:00,160617438,8/5/2016 12:00,2330,6,Hollywood,666,330,BURGLARY FROM VEHICLE,IC,Invest Cont,6100 W  SUNSET                       BL,,"(34.098, -118.3223)"
2/24/2016 12:00,160906597,2/23/2016 12:00,1300,9,Van Nuys,906,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,14400    VALERIO                      ST,,"(34.2048, -118.4468)"
5/31/2016 12:00,161419221,5/28/2016 12:00,2359,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,380    WORLD                        WY,,"(33.944, -118.4073)"
10/9/2016 12:00,161819195,10/9/2016 12:00,730,18,Southeast,1826,510,VEHICLE - STOLEN,IC,Invest Cont,10122    COMPTON                      AV,,"(33.945, -118.2462)"
4/9/2016 12:00,160909014,3/31/2016 12:00,1200,9,Van Nuys,901,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,7325 N  SEPULVEDA                    BL,,"(34.203, -118.4662)"
2/23/2016 12:00,160806500,2/22/2016 12:00,800,8,West LA,892,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,2498    CORINTH                      AV,,"(34.0343, -118.4392)"
11/18/2016 12:00,161521799,11/15/2016 12:00,1246,15,N Hollywood,1504,903,CONTEMPT OF COURT,IC,Invest Cont,11960    COHASSET                     ST,,"(34.2067, -118.3921)"
11/3/2016 12:00,160518237,11/3/2016 12:00,1320,5,Harbor,563,624,BATTERY - SIMPLE ASSAULT,JA,Juv Arrest,1001 W  15TH                         ST,,"(33.7306, -118.299)"
5/27/2016 12:00,161912415,5/27/2016 12:00,1945,19,Mission,1979,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,13192    BRANFORD                     ST,,"(34.2372, -118.4183)"
4/20/2016 12:00,160708800,4/20/2016 12:00,1315,7,Wilshire,722,761,BRANDISH WEAPON,IC,Invest Cont,3RD                          ST,BEVERLY                      BL,"(34.0334, -118.1557)"
3/3/2016 12:00,161807128,3/3/2016 12:00,1640,18,Southeast,1801,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,648 W  92ND                         ST,,"(33.9528, -118.2848)"
9/3/2016 12:00,160414629,9/3/2016 12:00,220,4,Hollenbeck,478,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1036    GRANDE VISTA                 AV,,"(34.027, -118.2051)"
5/2/2016 12:00,161910903,5/1/2016 12:00,1200,19,Mission,1993,510,VEHICLE - STOLEN,IC,Invest Cont,LANARK                       ST,NOBLE                        AV,"(34.2179, -118.4618)"
11/1/2016 12:00,160518084,10/25/2016 12:00,1300,5,Harbor,557,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,111 S  PACIFIC                      AV,,"(33.7433, -118.2879)"
4/11/2016 12:00,161211273,4/11/2016 12:00,1030,12,77th Street,1239,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,5850 S  VERMONT                      AV,,"(33.9888, -118.2915)"
6/5/2016 12:00,161512593,6/4/2016 12:00,1800,15,N Hollywood,1523,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,BEEMAN,KITTRIDGE,"(34.1904, -118.4072)"
11/19/2016 12:00,161323181,11/18/2016 12:00,1800,13,Newton,1353,510,VEHICLE - STOLEN,IC,Invest Cont,922 E  46TH                         ST,,"(34.0018, -118.26)"
11/10/2016 12:00,160127594,11/10/2016 12:00,740,1,Central,127,755,BOMB SCARE,IC,Invest Cont,300 N  LOS ANGELES                  ST,,"(34.0534, -118.2409)"
