Date Reported,DR Number,Date Occurred,Time Occurred,Area,Area Name,RD,Crime Code,Crime Code Description,Status,Status Description,Location,Cross Street,Lat and Long
4/25/2016 12:00,160809607,4/15/2016 12:00,1200,8,West LA,824,354,THEFT OF IDENTITY,IC,Invest Cont,712    AMALFI                       DR,,"(34.0409, -118.5118)"
3/6/2016 12:00,161507613,3/6/2016 12:00,100,15,N Hollywood,1523,330,BURGLARY FROM VEHICLE,IC,Invest Cont,6335    WHITSETT                     AV,,"(34.1849, -118.4052)"
10/22/2016 12:00,161118085,10/21/2016 12:00,1900,11,Northeast,1151,510,VEHICLE - STOLEN,IC,Invest Cont,4834    HOLLYWOOD                    BL,,"(34.1018, -118.2945)"
5/30/2016 12:00,161711179,5/17/2016 12:00,1330,17,Devonshire,1735,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,17904    TULSA                        PL,,"(34.2691, -118.5244)"
10/15/2016 12:00,162018316,10/15/2016 12:00,2315,20,Olympic,2083,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1728 S  WESTERN                      AV,,"(34.0427, -118.309)"
10/30/2016 12:00,160919534,10/29/2016 12:00,2230,9,Van Nuys,926,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,VANOWEN,HAZELTINE,"(34.1939, -118.44)"
6/11/2016 12:00,161512970,6/11/2016 12:00,1300,15,N Hollywood,1569,888,TRESPASSING,AO,Adult Other,10523    RIVERSIDE                    DR,,"(34.1522, -118.3593)"
9/26/2016 12:00,160516410,9/24/2016 12:00,1515,5,Harbor,541,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,980 N  WESTERN                      AV,,"(33.7511, -118.3091)"
6/7/2016 12:00,161313378,6/6/2016 12:00,2130,13,Newton,1377,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,5700    MORGAN                       AV,,"(33.9907, -118.2445)"
9/2/2016 12:00,160320254,9/2/2016 12:00,1245,3,Southwest,358,480,BIKE - STOLEN,IC,Invest Cont,900 W  34TH                         ST,,"(34.0235, -118.2858)"
2/12/2016 12:00,160206229,2/11/2016 12:00,2000,2,Rampart,265,210,ROBBERY,AA,Adult Arrest,JAMES M WOOD                 BL,BONNIE BRAE,"(34.0524, -118.2765)"
8/22/2016 12:00,160414104,8/22/2016 12:00,700,4,Hollenbeck,479,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,3506    PERCY                        ST,,"(34.0277, -118.1978)"
7/6/2016 12:00,160913458,7/6/2016 12:00,2050,9,Van Nuys,914,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,14867    VANOWEN                      ST,,"(34.1939, -118.4553)"
11/15/2016 12:00,160920363,11/13/2016 12:00,1330,9,Van Nuys,964,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,14060    RIVERSIDE                    DR,,"(34.1576, -118.438)"
5/24/2016 12:00,161912046,5/24/2016 12:00,200,19,Mission,1908,310,BURGLARY,IC,Invest Cont,13437    BEAVER                       ST,,"(34.3154, -118.4246)"
8/6/2016 12:00,161815629,8/6/2016 12:00,100,18,Southeast,1863,441,THEFT PLAIN - ATTEMPT,IC,Invest Cont,115TH,AVALON,"(33.9301, -118.2652)"
10/26/2016 12:00,161520600,10/25/2016 12:00,1600,15,N Hollywood,1544,330,BURGLARY FROM VEHICLE,IC,Invest Cont,LAURELGROVE,HARTSOOK,"(34.164, -118.4008)"
4/29/2016 12:00,161608772,4/29/2016 12:00,600,16,Foothill,1612,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,13240    WEIDNER                      ST,,"(34.2746, -118.4221)"
2/12/2016 12:00,161706062,1/27/2016 12:00,1200,17,Devonshire,1791,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,20346    SCHOENBORN                   ST,,"(34.2214, -118.5761)"
1/17/2016 12:00,160304974,1/16/2016 12:00,1300,3,Southwest,325,812,"CHILD, CRIME AGAINST",IC,Invest Cont,1510 W  27TH                         ST,,"(34.0305, -118.2946)"
2/22/2016 12:00,161700578,2/22/2016 12:00,1100,17,Devonshire,1793,761,BRANDISH WEAPON,AA,Adult Arrest,19150    COMMUNITY                    ST,,"(34.2228, -118.5492)"
11/22/2016 12:00,160519092,11/22/2016 12:00,1430,5,Harbor,518,310,BURGLARY,IC,Invest Cont,1646    LAKME                        AV,,"(33.7956, -118.2609)"
7/16/2016 12:00,161012721,7/15/2016 12:00,1600,10,West Valley,1025,510,VEHICLE - STOLEN,AO,Adult Other,17900    SHERMAN                      WY,,"(34.201, -118.5229)"
2/8/2016 12:00,160306444,2/7/2016 12:00,1830,3,Southwest,326,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,1746 W  ADAMS                        BL,,"(34.0327, -118.3002)"
11/11/2016 12:00,161227373,11/9/2016 12:00,1600,12,77th Street,1239,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,5824 S  VERMONT                      AV,,"(33.9848, -118.2915)"
8/1/2016 12:00,161915760,7/31/2016 12:00,1500,19,Mission,1945,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,14270    SAN JOSE                     ST,,"(34.2647, -118.4442)"
9/17/2016 12:00,161015648,9/17/2016 12:00,1200,10,West Valley,1008,330,BURGLARY FROM VEHICLE,IC,Invest Cont,16575    SHERMAN                      WY,,"(34.2012, -118.4924)"
10/24/2016 12:00,160416741,10/24/2016 12:00,1930,4,Hollenbeck,477,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,638    ORME                         AV,,"(34.0356, -118.2094)"
8/20/2016 12:00,161816426,8/20/2016 12:00,1320,18,Southeast,1842,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,10822 S  FIGUEROA                     ST,,"(33.9383, -118.2826)"
10/18/2016 12:00,161225775,10/18/2016 12:00,2045,12,77th Street,1268,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,8324 S  MAIN                         ST,,"(33.9637, -118.2739)"
5/31/2016 12:00,160811115,5/1/2016 12:00,1200,8,West LA,851,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,NEBRASKA                     AV,CARMELINA,"(34.034, -118.4606)"
3/27/2016 12:00,161600729,3/27/2016 12:00,2200,16,Foothill,1605,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,11444    GLADSTONE                    AV,,"(34.2781, -118.3929)"
5/2/2016 12:00,160910186,4/25/2016 12:00,1200,9,Van Nuys,923,210,ROBBERY,IC,Invest Cont,14557    VICTORY                      BL,,"(34.1867, -118.4487)"
2/15/2016 12:00,162006215,2/14/2016 12:00,1800,20,Olympic,2079,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,VENICE                       BL,WESTMORELAND                 AV,"(34.0443, -118.2892)"
1/30/2016 12:00,160805400,1/25/2016 12:00,1830,8,West LA,847,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,10326    ORTON                        AV,,"(34.0523, -118.4162)"
11/5/2016 12:00,161226971,11/4/2016 12:00,2005,12,77th Street,1239,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,822 W  60TH                         ST,,"(33.9855, -118.287)"
5/29/2016 12:00,161111109,5/27/2016 12:00,1230,11,Northeast,1162,330,BURGLARY FROM VEHICLE,IC,Invest Cont,4601 W  SUNSET                       BL,,"(34.0982, -118.2895)"
5/14/2016 12:00,161311870,5/14/2016 12:00,1020,13,Newton,1385,350,"THEFT, PERSON",IC,Invest Cont,501 E  60TH                         ST,,"(33.9852, -118.2667)"
1/30/2016 12:00,161505654,1/29/2016 12:00,1830,15,N Hollywood,1513,354,THEFT OF IDENTITY,IC,Invest Cont,6603    BEEMAN                       AV,,"(34.1904, -118.4072)"
1/26/2016 12:00,160805338,1/24/2016 12:00,110,8,West LA,852,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,1559    ARMACOST                     AV,,"(34.0419, -118.4602)"
4/8/2016 12:00,161309663,4/8/2016 12:00,1000,13,Newton,1313,210,ROBBERY,IC,Invest Cont,SAN PEDRO                    ST,16TH                         ST,"(34.0299, -118.2559)"
5/22/2016 12:00,161110756,5/21/2016 12:00,1800,11,Northeast,1138,624,BATTERY - SIMPLE ASSAULT,JO,Juv Other,6242    MOUNT ANGELUS                DR,,"(34.1148, -118.1869)"
1/27/2016 12:00,160405126,1/26/2016 12:00,2130,4,Hollenbeck,466,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,MOTT                         ST,PENNSYLVANIA,"(34.0436, -118.2051)"
10/3/2016 12:00,160621124,10/2/2016 12:00,2350,6,Hollywood,636,510,VEHICLE - STOLEN,IC,Invest Cont,VINE,YUCCA,"(34.1038, -118.3267)"
6/26/2016 12:00,160315736,6/26/2016 12:00,1337,3,Southwest,395,210,ROBBERY,IC,Invest Cont,4167 S  WESTERN                      AV,,"(34.0099, -118.3089)"
9/3/2016 12:00,161817221,9/2/2016 12:00,2300,18,Southeast,1861,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,11724 S  VERMONT                      AV,,"(33.9274, -118.2916)"
7/22/2016 12:00,161611839,7/21/2016 12:00,2200,16,Foothill,1677,310,BURGLARY,AO,Adult Other,10070    OLIVIA                       TR,,"(34.2202, -118.3489)"
7/18/2016 12:00,161419090,7/12/2016 12:00,2100,14,Pacific,1415,480,BIKE - STOLEN,IC,Invest Cont,1631    PENMAR                       AV,,"(34.0034, -118.4577)"
10/23/2016 12:00,161321650,10/23/2016 12:00,1001,13,Newton,1331,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,191 E  JEFFERSON                    BL,,"(0, 0)"
5/6/2016 12:00,161510987,5/6/2016 12:00,210,15,N Hollywood,1511,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,IC,Invest Cont,7415    VARNA                        AV,,"(34.2051, -118.4247)"
9/11/2016 12:00,162115948,9/11/2016 12:00,220,21,Topanga,2157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other,20615    VANOWEN                      ST,,"(34.1938, -118.5823)"
4/24/2016 12:00,160611180,4/23/2016 12:00,1500,6,Hollywood,615,510,VEHICLE - STOLEN,IC,Invest Cont,3143    HOLLYCREST                   DR,,"(34.1277, -118.3446)"
6/17/2016 12:00,161513296,6/17/2016 12:00,1535,15,N Hollywood,1513,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,SHERMAN                      WY,WHITSETT                     AV,"(34.2012, -118.4052)"
8/8/2016 12:00,160318501,8/5/2016 12:00,1030,3,Southwest,394,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,2617 W  VERNON                       AV,,"(34.0037, -118.3214)"
8/28/2016 12:00,160122289,8/18/2016 12:00,1600,1,Central,135,310,BURGLARY,IC,Invest Cont,115 E  3RD                          ST,,"(34.0496, -118.2458)"
7/1/2016 12:00,160118103,7/1/2016 12:00,1145,1,Central,142,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,401 W  5TH                          ST,,"(34.0488, -118.2518)"
2/4/2016 12:00,161005384,2/3/2016 12:00,930,10,West Valley,1023,901,VIOLATION OF RESTRAINING ORDER,AA,Adult Arrest,6837    BECKFORD                     AV,,"(34.2006, -118.5513)"
2/3/2016 12:00,160705503,2/2/2016 12:00,1300,7,Wilshire,745,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,5155 W  12TH                         ST,,"(34.0534, -118.3436)"
7/24/2016 12:00,161915350,7/24/2016 12:00,2057,19,Mission,1959,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,10157    ARLETA                       AV,,"(34.254, -118.4387)"
8/10/2016 12:00,160318670,8/10/2016 12:00,1335,3,Southwest,338,860,BATTERY WITH SEXUAL CONTACT,JO,Juv Other,30TH                         ST,ORCHARD                      AV,"(34.0274, -118.2882)"
6/9/2016 12:00,160314699,6/9/2016 12:00,1500,3,Southwest,397,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1428 W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.3002)"
9/4/2016 12:00,160619291,9/4/2016 12:00,1115,6,Hollywood,645,900,VIOLATION OF COURT ORDER,IC,Invest Cont,HIGHLAND,HOLLYWOOD,"(34.1016, -118.3387)"
6/16/2016 12:00,160315141,6/16/2016 12:00,1730,3,Southwest,395,510,VEHICLE - STOLEN,IC,Invest Cont,4122 S  WESTERN                      AV,,"(34.0099, -118.3089)"
1/15/2016 12:00,161404963,1/4/2016 12:00,800,14,Pacific,1469,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,5750 W  CENTINELA                    AV,,"(33.9765, -118.381)"
4/8/2016 12:00,162108506,4/8/2016 12:00,1930,21,Topanga,2134,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,22149    LEADWELL                     ST,,"(34.2038, -118.6081)"
10/16/2016 12:00,160218896,10/13/2016 12:00,40,2,Rampart,219,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,1050 W  SUNSET                       BL,,"(34.0641, -118.248)"
4/30/2016 12:00,160910108,4/30/2016 12:00,1630,9,Van Nuys,904,310,BURGLARY,IC,Invest Cont,7612    SEPULVEDA                    BL,,"(34.2085, -118.4662)"
3/4/2016 12:00,161108487,3/4/2016 12:00,1,11,Northeast,1135,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,3349    CAZADOR                      ST,,"(34.1059, -118.2319)"
5/2/2016 12:00,161009196,5/1/2016 12:00,2200,10,West Valley,1065,330,BURGLARY FROM VEHICLE,IC,Invest Cont,5254    NEWCASTLE                    AV,,"(34.1645, -118.5244)"
8/19/2016 12:00,161115030,8/13/2016 12:00,1700,11,Northeast,1161,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,5010    FOUNTAIN                     AV,,"(34.0953, -118.2984)"
11/17/2016 12:00,160818756,11/14/2016 12:00,1800,8,West LA,839,310,BURGLARY,IC,Invest Cont,2119    CENTURY WOODS                WY,,"(34.055, -118.4166)"
9/1/2016 12:00,160619223,9/1/2016 12:00,1100,6,Hollywood,646,662,"BUNCO, GRAND THEFT",IC,Invest Cont,6610    LELAND                       WY,,"(34.097, -118.3332)"
1/28/2016 12:00,161905436,1/27/2016 12:00,1000,19,Mission,1982,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,8702 N  SEPULVEDA                    BL,,"(34.2283, -118.4677)"
3/10/2016 12:00,162107122,3/10/2016 12:00,815,21,Topanga,2175,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AO,Adult Other,22731    DEL VALLE                    ST,,"(34.166, -118.6203)"
6/2/2016 12:00,161812096,6/2/2016 12:00,1755,18,Southeast,1831,850,INDECENT EXPOSURE,IC,Invest Cont,VERMONT,EL SEGUNDO,"(33.9165, -118.2916)"
7/7/2016 12:00,161113018,7/7/2016 12:00,1230,11,Northeast,1179,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest,146 E  AVENUE 43,,"(34.0945, -118.2085)"
2/1/2016 12:00,161206229,1/31/2016 12:00,1300,12,77th Street,1259,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,7600 S  SAN PEDRO                    ST,,"(33.9713, -118.2695)"
5/21/2016 12:00,161214375,5/21/2016 12:00,1410,12,77th Street,1245,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,6415 S  BUDLONG                      AV,,"(33.9814, -118.2958)"
9/28/2016 12:00,160620907,9/19/2016 12:00,2130,6,Hollywood,644,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,7125    DE LONGPRE                   AV,,"(34.0962, -118.3441)"
4/17/2016 12:00,160909391,4/14/2016 12:00,1200,9,Van Nuys,981,956,"LETTERS, LEWD",IC,Invest Cont,14929    DICKENS                      ST,,"(34.1512, -118.458)"
10/10/2016 12:00,160621718,10/7/2016 12:00,600,6,Hollywood,659,480,BIKE - STOLEN,IC,Invest Cont,1426 N  SERRANO                      AV,,"(34.0967, -118.307)"
4/24/2016 12:00,160809276,3/18/2016 12:00,1730,8,West LA,882,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,2022    PURDUE                       AV,,"(34.0399, -118.4456)"
2/4/2016 12:00,160805634,1/28/2016 12:00,1500,8,West LA,832,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,11843    WILSHIRE                     BL,,"(34.048, -118.4625)"
2/2/2016 12:00,162005622,1/29/2016 12:00,1730,20,Olympic,2088,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1637    MENLO                        AV,,"(34.0443, -118.2904)"
4/12/2016 12:00,160112027,4/12/2016 12:00,1005,1,Central,142,210,ROBBERY,IC,Invest Cont,787 W  5TH                          ST,,"(34.0509, -118.2551)"
10/12/2016 12:00,161519698,10/11/2016 12:00,1600,15,N Hollywood,1505,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,11473    SHERMAN                      WY,,"(34.2012, -118.379)"
4/15/2016 12:00,161008458,4/15/2016 12:00,430,10,West Valley,1065,330,BURGLARY FROM VEHICLE,IC,Invest Cont,5455    WHITE OAK                    AV,,"(34.1686, -118.5186)"
2/20/2016 12:00,160307234,2/19/2016 12:00,1800,3,Southwest,363,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,3772    LOCKLAND                     DR,,"(34.008, -118.3398)"
9/19/2016 12:00,161223547,9/18/2016 12:00,855,12,77th Street,1204,210,ROBBERY,IC,Invest Cont,46TH                         ST,HALLDALE                     AV,"(34.0019, -118.3023)"
4/29/2016 12:00,160311955,4/29/2016 12:00,730,3,Southwest,354,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,3419    3RD                          AV,,"(34.0251, -118.3201)"
1/26/2016 12:00,160305582,1/25/2016 12:00,945,3,Southwest,398,121,"RAPE, FORCIBLE",AO,Adult Other,4151 S  FIGUEROA                     ST,,"(34.0094, -118.2827)"
3/29/2016 12:00,160407773,3/29/2016 12:00,725,4,Hollenbeck,411,888,TRESPASSING,IC,Invest Cont,421 N  AVENUE 19,,"(34.0769, -118.2243)"
2/4/2016 12:00,161905842,2/3/2016 12:00,2215,19,Mission,1999,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,8120    WOODMAN                      AV,,"(34.2184, -118.4312)"
9/28/2016 12:00,161919196,1/1/2016 12:00,1000,19,Mission,1952,354,THEFT OF IDENTITY,IC,Invest Cont,15547    SEPTO                        ST,,"(34.251, -118.4697)"
2/18/2016 12:00,160607010,2/17/2016 12:00,1900,6,Hollywood,666,310,BURGLARY,IC,Invest Cont,6210 W  SUNSET                       BL,,"(34.098, -118.3237)"
6/17/2016 12:00,162012248,6/16/2016 12:00,2100,20,Olympic,2015,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,COUNCIL                      ST,VERMONT                      AV,"(34.0745, -118.2917)"
10/22/2016 12:00,161225989,10/13/2016 12:00,1000,12,77th Street,1251,354,THEFT OF IDENTITY,IC,Invest Cont,3448 W  75TH                         ST,,"(33.9718, -118.3308)"
8/2/2016 12:00,162014477,8/1/2016 12:00,1700,20,Olympic,2024,330,BURGLARY FROM VEHICLE,IC,Invest Cont,511 S  SERRANO                      AV,,"(34.0654, -118.3066)"
10/9/2016 12:00,162117472,10/8/2016 12:00,1900,21,Topanga,2139,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,20254    SATICOY                      ST,,"(34.2083, -118.5732)"
1/22/2016 12:00,160404885,1/22/2016 12:00,900,4,Hollenbeck,459,510,VEHICLE - STOLEN,IC,Invest Cont,3280    FOLSOM                       ST,,"(34.0434, -118.1954)"
2/8/2016 12:00,161306167,2/8/2016 12:00,1425,13,Newton,1385,510,VEHICLE - STOLEN,AA,Adult Arrest,621 E  GAGE                         AV,,"(33.982, -118.2652)"
8/4/2016 12:00,160814021,8/4/2016 12:00,2030,8,West LA,858,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,8850 W  PICO                         BL,,"(34.0548, -118.3837)"
10/9/2016 12:00,160918450,10/1/2016 12:00,730,9,Van Nuys,915,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,6904    LENNOX                       AV,,"(34.1958, -118.4455)"
7/22/2016 12:00,161113732,7/21/2016 12:00,1430,11,Northeast,1101,330,BURGLARY FROM VEHICLE,IC,Invest Cont,4750    CRYSTAL SPRINGS              DR,,"(34.1516, -118.2859)"
9/11/2016 12:00,160715025,9/11/2016 12:00,330,7,Wilshire,776,251,SHOTS FIRED AT INHABITED DWELLING,IC,Invest Cont,4567    SAINT ELMO                   DR,,"(34.0417, -118.3365)"
4/9/2016 12:00,162008835,4/9/2016 12:00,1100,20,Olympic,2071,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1535 S  WESTERN                      AV,,"(34.0454, -118.309)"
9/3/2016 12:00,161318661,9/3/2016 12:00,900,13,Newton,1309,510,VEHICLE - STOLEN,IC,Invest Cont,2435    ENTERPRISE                   ST,,"(34.028, -118.2299)"
5/29/2016 12:00,162100896,5/29/2016 12:00,2235,21,Topanga,2125,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,7932    JORDAN                       AV,,"(34.2137, -118.6026)"
5/8/2016 12:00,162010278,5/8/2016 12:00,1120,20,Olympic,2069,888,TRESPASSING,IC,Invest Cont,1112    ELDEN                        AV,,"(34.0508, -118.2877)"
6/16/2016 12:00,161711924,6/2/2016 12:00,1600,17,Devonshire,1714,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,18501    BRASILIA                     DR,,"(34.2819, -118.5347)"
10/1/2016 12:00,162101224,10/1/2016 12:00,1855,21,Topanga,2156,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,21490    VICTORY                      BL,,"(34.1884, -118.5975)"
7/28/2016 12:00,161013321,7/27/2016 12:00,2000,10,West Valley,1043,310,BURGLARY,IC,Invest Cont,5711    RESEDA                       BL,,"(34.175, -118.536)"
4/25/2016 12:00,161809881,4/24/2016 12:00,2330,18,Southeast,1827,210,ROBBERY,IC,Invest Cont,103RD                        ST,WILMINGTON                   AV,"(33.9432, -118.2385)"
10/13/2016 12:00,161920016,10/13/2016 12:00,2120,19,Mission,1964,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,VAN NUYS                     BL,NORDHOFF                     ST,"(34.2354, -118.4502)"
3/4/2016 12:00,161408503,2/26/2016 12:00,1410,14,Pacific,1415,662,"BUNCO, GRAND THEFT",IC,Invest Cont,1055    ELKGROVE                     AV,,"(34, -118.4598)"
1/3/2016 12:00,161104087,1/2/2016 12:00,430,11,Northeast,1151,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,5078 W  SUNSET                       BL,,"(34.0981, -118.2983)"
1/13/2016 12:00,160105046,1/13/2016 12:00,1650,1,Central,182,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,504 W  OLYMPIC                      BL,,"(34.043, -118.2606)"
10/13/2016 12:00,161717930,10/12/2016 12:00,2200,17,Devonshire,1738,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,16108    TULSA                        ST,,"(34.2683, -118.4828)"
11/21/2016 12:00,160718053,11/18/2016 12:00,700,7,Wilshire,752,354,THEFT OF IDENTITY,IC,Invest Cont,1243    HI POINT                     ST,,"(34.0538, -118.3681)"
9/5/2016 12:00,160714769,9/4/2016 12:00,2300,7,Wilshire,752,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1075 S  FAIRFAX                      AV,,"(34.0582, -118.3638)"
8/18/2016 12:00,160618262,8/17/2016 12:00,1200,6,Hollywood,644,354,THEFT OF IDENTITY,IC,Invest Cont,1420 N  FULLER                       AV,,"(34.0962, -118.3496)"
3/19/2016 12:00,161007171,3/19/2016 12:00,120,10,West Valley,1065,648,ARSON,IC,Invest Cont,5130    YARMOUTH                     AV,,"(34.1629, -118.5202)"
11/19/2016 12:00,161521806,11/18/2016 12:00,1900,15,N Hollywood,1581,510,VEHICLE - STOLEN,IC,Invest Cont,13226    MOORPARK                     ST,,"(34.1504, -118.4203)"
8/11/2016 12:00,161714736,8/9/2016 12:00,2000,17,Devonshire,1783,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,9050    TAMPA                        AV,,"(34.234, -118.5536)"
4/24/2016 12:00,160809322,4/18/2016 12:00,130,8,West LA,897,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,3013    BAGLEY                       AV,,"(34.0348, -118.3945)"
1/19/2016 12:00,161904867,1/15/2016 12:00,930,19,Mission,1985,310,BURGLARY,AA,Adult Arrest,8540    CEDROS                       AV,,"(34.2247, -118.4535)"
7/23/2016 12:00,162014081,7/23/2016 12:00,1650,20,Olympic,2088,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,1606    MENLO                        AV,,"(34.0443, -118.2904)"
5/25/2016 12:00,161710863,5/24/2016 12:00,1900,17,Devonshire,1783,956,"LETTERS, LEWD",AO,Adult Other,19298    NORDHOFF                     ST,,"(34.2355, -118.5517)"
6/27/2016 12:00,162012716,6/27/2016 12:00,300,20,Olympic,2023,510,VEHICLE - STOLEN,IC,Invest Cont,4TH                          ST,ARDMORE                      ST,"(34.0672, -118.3016)"
1/15/2016 12:00,160904620,1/13/2016 12:00,1416,9,Van Nuys,941,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,5711    SEPULVEDA                    BL,,"(34.174, -118.4662)"
9/6/2016 12:00,161423054,9/5/2016 12:00,1300,14,Pacific,1469,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,6921    LA TIJERA                    BL,,"(33.9761, -118.3732)"
11/16/2016 12:00,160417658,11/16/2016 12:00,125,4,Hollenbeck,467,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,105 S  MATHEWS                      ST,,"(34.0432, -118.2085)"
8/12/2016 12:00,161516399,8/12/2016 12:00,2230,15,N Hollywood,1529,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,VICTORY,CLEON,"(34.1867, -118.3681)"
2/2/2016 12:00,161206837,2/2/2016 12:00,2200,12,77th Street,1253,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,7311 S  WESTERN                      AV,,"(33.9737, -118.309)"
5/13/2016 12:00,161511356,5/13/2016 12:00,600,15,N Hollywood,1526,351,PURSE SNATCHING,IC,Invest Cont,TUJUNGA,VICTORY,"(34.1867, -118.379)"
9/12/2016 12:00,160320941,9/12/2016 12:00,1550,3,Southwest,325,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,2600 S  VERMONT                      AV,,"(34.0328, -118.2915)"
